,season,teamName,week,team,opponent,result,owner,opponent_owner
1123,2023,Got My Bean Flicked,16,5,sticky toffee puttinurbum,101.05 - 109.50 Loss,Peter,nickolai
1124,2023,Got My Bean Flicked,17,5,Chub Chub,125.85 - 153.85 Loss,Peter,John
1125,2023,Marhaba Marhaba,1,6,Got My Bean Flicked,127.55 - 135.70 Loss,zeyad,Peter
1126,2023,Marhaba Marhaba,2,6,BayCocks,75.00 - 177.90 Loss,zeyad,Ryan
1127,2023,Marhaba Marhaba,3,6,Donkey Dick Victory Tour,132.45 - 196.40 Loss,zeyad,Kevin
1128,2023,Marhaba Marhaba,4,6,Chub Chub,127.55 - 135.60 Loss,zeyad,John
1129,2023,Marhaba Marhaba,5,6,Ponzi Cream,200.55 - 160.05 Win,zeyad,Owen
1130,2023,Marhaba Marhaba,6,6,The Poop Store,144.15 - 142.25 Win,zeyad,Jake
1131,2023,Marhaba Marhaba,7,6,sticky toffee puttinurbum,94.60 - 129.75 Loss,zeyad,nickolai
1132,2023,Marhaba Marhaba,8,6,Got My Bean Flicked,123.80 - 113.05 Win,zeyad,Peter
1133,2023,Marhaba Marhaba,9,6,BayCocks,183.05 - 145.50 Win,zeyad,Ryan
1134,2023,Marhaba Marhaba,10,6,Donkey Dick Victory Tour,134.25 - 171.40 Loss,zeyad,Kevin
1135,2023,Marhaba Marhaba,11,6,Chub Chub,124.00 - 143.80 Loss,zeyad,John
1136,2023,Marhaba Marhaba,12,6,Ponzi Cream,135.70 - 191.30 Loss,zeyad,Owen
1137,2023,Marhaba Marhaba,13,6,The Poop Store,120.80 - 208.00 Loss,zeyad,Jake
1138,2023,Marhaba Marhaba,14,6,sticky toffee puttinurbum,125.72 - 89.80 Win,zeyad,nickolai
1139,2023,Marhaba Marhaba,15,6,Got My Bean Flicked,163.30 - 135.90 Win,zeyad,Peter
1140,2023,Marhaba Marhaba,16,6,Chub Chub,168.05 - 141.40 Win,zeyad,John
1141,2023,Marhaba Marhaba,17,6,sticky toffee puttinurbum,114.05 - 110.75 Win,zeyad,nickolai
1142,2023,BayCocks,1,7,Chub Chub,123.30 - 128.25 Loss,Ryan,John
1143,2023,BayCocks,2,7,Marhaba Marhaba,177.90 - 75.00 Win,Ryan,zeyad
1144,2023,BayCocks,3,7,The Poop Store,149.80 - 198.20 Loss,Ryan,Jake
1145,2023,BayCocks,4,7,sticky toffee puttinurbum,182.00 - 128.35 Win,Ryan,nickolai
1146,2023,BayCocks,5,7,Got My Bean Flicked,116.35 - 106.27 Win,Ryan,Peter
1147,2023,BayCocks,6,7,Ponzi Cream,154.35 - 107.70 Win,Ryan,Owen
1148,2023,BayCocks,7,7,Donkey Dick Victory Tour,148.75 - 153.90 Loss,Ryan,Kevin
1149,2023,BayCocks,8,7,Chub Chub,173.40 - 131.15 Win,Ryan,John
1150,2023,BayCocks,9,7,Marhaba Marhaba,145.50 - 183.05 Loss,Ryan,zeyad
1151,2023,BayCocks,10,7,The Poop Store,141.85 - 176.45 Loss,Ryan,Jake
1152,2023,BayCocks,11,7,sticky toffee puttinurbum,172.35 - 132.00 Win,Ryan,nickolai
1153,2023,BayCocks,12,7,Got My Bean Flicked,161.35 - 185.75 Loss,Ryan,Peter
1154,2023,BayCocks,13,7,Ponzi Cream,126.60 - 134.30 Loss,Ryan,Owen
1155,2023,BayCocks,14,7,Donkey Dick Victory Tour,166.95 - 163.35 Win,Ryan,Kevin
1156,2023,BayCocks,15,7,Chub Chub,133.00 - 142.75 Loss,Ryan,John
1157,2023,BayCocks,16,7,The Poop Store,136.05 - 139.75 Loss,Ryan,Jake
1158,2023,BayCocks,17,7,Ponzi Cream,177.65 - 126.55 Win,Ryan,Owen
1159,2023,The Poop Store,1,8,sticky toffee puttinurbum,137.30 - 143.65 Loss,Jake,nickolai
1160,2023,The Poop Store,2,8,Got My Bean Flicked,199.20 - 126.35 Win,Jake,Peter
1161,2023,The Poop Store,3,8,BayCocks,198.20 - 149.80 Win,Jake,Ryan
1162,2023,The Poop Store,4,8,Donkey Dick Victory Tour,108.05 - 75.85 Win,Jake,Kevin
1163,2023,The Poop Store,5,8,Chub Chub,143.00 - 116.10 Win,Jake,John
1164,2023,The Poop Store,6,8,Marhaba Marhaba,142.25 - 144.15 Loss,Jake,zeyad
1165,2023,The Poop Store,7,8,Ponzi Cream,140.80 - 147.95 Loss,Jake,Owen
1166,2023,The Poop Store,8,8,sticky toffee puttinurbum,161.20 - 174.60 Loss,Jake,nickolai
1167,2023,The Poop Store,9,8,Got My Bean Flicked,155.20 - 111.60 Win,Jake,Peter
1168,2023,The Poop Store,10,8,BayCocks,176.45 - 141.85 Win,Jake,Ryan
1169,2023,The Poop Store,11,8,Donkey Dick Victory Tour,160.85 - 150.55 Win,Jake,Kevin
1170,2023,The Poop Store,12,8,Chub Chub,170.45 - 114.85 Win,Jake,John
1171,2023,The Poop Store,13,8,Marhaba Marhaba,208.00 - 120.80 Win,Jake,zeyad
1172,2023,The Poop Store,14,8,Ponzi Cream,132.70 - 152.85 Loss,Jake,Owen
1173,2023,The Poop Store,15,8,sticky toffee puttinurbum,142.10 - 92.30 Win,Jake,nickolai
1174,2023,The Poop Store,16,8,BayCocks,139.75 - 136.05 Win,Jake,Ryan
1175,2023,The Poop Store,17,8,Donkey Dick Victory Tour,156.10 - 119.85 Win,Jake,Kevin
1176,2024,Supreme Cream,1,1,Kevin in the Butt,144.35 - 144.23 Win,Owen,Kevin
1177,2024,Supreme Cream,2,1,Gordys Wankys,143.45 - 112.60 Win,Owen,nickolai
1178,2024,Supreme Cream,3,1,Chub Chub,109.90 - 126.55 Loss,Owen,John
1179,2024,Supreme Cream,4,1,Wipe Sultans,176.80 - 126.48 Win,Owen,Peter
1180,2024,Supreme Cream,5,1,Shitting My Life Away,170.80 - 190.20 Loss,Owen,Zeyad
1181,2024,Supreme Cream,6,1,Zeyads Uncles Fish,149.35 - 152.53 Loss,Owen,Ryan
1182,2024,Supreme Cream,7,1,The Poop Store,167.45 - 123.15 Win,Owen,Jake
1183,2024,Supreme Cream,8,1,Kevin in the Butt,155.95 - 129.60 Win,Owen,Kevin
1184,2024,Supreme Cream,9,1,Gordys Wankys,175.20 - 123.45 Win,Owen,nickolai
1185,2024,Supreme Cream,10,1,Chub Chub,136.30 - 148.15 Loss,Owen,John
1186,2024,Supreme Cream,11,1,Wipe Sultans,117.35 - 148.55 Loss,Owen,Peter
1187,2024,Supreme Cream,12,1,Shitting My Life Away,127.05 - 179.10 Loss,Owen,Zeyad
1188,2024,Supreme Cream,13,1,Zeyads Uncles Fish,147.05 - 119.40 Win,Owen,Ryan
1189,2024,Supreme Cream,14,1,The Poop Store,175.75 - 202.40 Loss,Owen,Jake
1190,2024,Supreme Cream,15,1,Kevin in the Butt,183.70 - 115.05 Win,Owen,Kevin
1191,2024,Supreme Cream,16,1,Zeyads Uncles Fish,173.95 - 120.75 Win,Owen,Ryan
1192,2024,Supreme Cream,17,1,Shitting My Life Away,158.30 - 142.55 Win,Owen,Zeyad
1193,2024,Kevin in the Butt,1,2,Supreme Cream,144.23 - 144.35 Loss,Kevin,Owen
1194,2024,Kevin in the Butt,2,2,Chub Chub,112.75 - 135.45 Loss,Kevin,John
1195,2024,Kevin in the Butt,3,2,Shitting My Life Away,143.65 - 167.75 Loss,Kevin,Zeyad
1196,2024,Kevin in the Butt,4,2,The Poop Store,154.95 - 106.20 Win,Kevin,Jake
1197,2024,Kevin in the Butt,5,2,Gordys Wankys,131.40 - 127.45 Win,Kevin,nickolai
1198,2024,Kevin in the Butt,6,2,Wipe Sultans,145.05 - 132.60 Win,Kevin,Peter
1199,2024,Kevin in the Butt,7,2,Zeyads Uncles Fish,173.00 - 109.90 Win,Kevin,Ryan
1200,2024,Kevin in the Butt,8,2,Supreme Cream,129.60 - 155.95 Loss,Kevin,Owen
1201,2024,Kevin in the Butt,9,2,Chub Chub,182.15 - 138.22 Win,Kevin,John
1202,2024,Kevin in the Butt,10,2,Shitting My Life Away,137.70 - 154.50 Loss,Kevin,Zeyad
1203,2024,Kevin in the Butt,11,2,The Poop Store,170.90 - 158.00 Win,Kevin,Jake
1204,2024,Kevin in the Butt,12,2,Gordys Wankys,152.20 - 144.12 Win,Kevin,nickolai
1205,2024,Kevin in the Butt,13,2,Wipe Sultans,119.75 - 144.50 Loss,Kevin,Peter
1206,2024,Kevin in the Butt,14,2,Zeyads Uncles Fish,151.45 - 179.80 Loss,Kevin,Ryan
1207,2024,Kevin in the Butt,15,2,Supreme Cream,115.05 - 183.70 Loss,Kevin,Owen
1208,2024,Kevin in the Butt,16,2,Chub Chub,135.30 - 149.55 Loss,Kevin,John
1209,2024,Kevin in the Butt,17,2,The Poop Store,172.90 - 169.10 Win,Kevin,Jake
1210,2024,Gordys Wankys,1,3,The Poop Store,157.40 - 146.00 Win,nickolai,Jake
1211,2024,Gordys Wankys,2,3,Supreme Cream,112.60 - 143.45 Loss,nickolai,Owen
1212,2024,Gordys Wankys,3,3,Wipe Sultans,116.60 - 98.45 Win,nickolai,Peter
1213,2024,Gordys Wankys,4,3,Zeyads Uncles Fish,184.35 - 137.05 Win,nickolai,Ryan
1214,2024,Gordys Wankys,5,3,Kevin in the Butt,127.45 - 131.40 Loss,nickolai,Kevin
1215,2024,Gordys Wankys,6,3,Chub Chub,164.27 - 83.58 Win,nickolai,John
1216,2024,Gordys Wankys,7,3,Shitting My Life Away,110.50 - 137.50 Loss,nickolai,Zeyad
1217,2024,Gordys Wankys,8,3,The Poop Store,145.25 - 159.60 Loss,nickolai,Jake
1218,2024,Gordys Wankys,9,3,Supreme Cream,123.45 - 175.20 Loss,nickolai,Owen
1219,2024,Gordys Wankys,10,3,Wipe Sultans,134.90 - 99.45 Win,nickolai,Peter
1220,2024,Gordys Wankys,11,3,Zeyads Uncles Fish,131.65 - 181.15 Loss,nickolai,Ryan
1221,2024,Gordys Wankys,12,3,Kevin in the Butt,144.12 - 152.20 Loss,nickolai,Kevin
1222,2024,Gordys Wankys,13,3,Chub Chub,165.66 - 145.00 Win,nickolai,John
1223,2024,Gordys Wankys,14,3,Shitting My Life Away,175.50 - 186.25 Loss,nickolai,Zeyad
1224,2024,Gordys Wankys,15,3,The Poop Store,144.40 - 159.90 Loss,nickolai,Jake
1225,2024,Gordys Wankys,16,3,The Poop Store,198.60 - 164.10 Win,nickolai,Jake
1226,2024,Gordys Wankys,17,3,Chub Chub,190.15 - 137.58 Win,nickolai,John
1227,2024,Chub Chub,1,4,Zeyads Uncles Fish,87.15 - 132.80 Loss,John,Ryan
1228,2024,Chub Chub,2,4,Kevin in the Butt,135.45 - 112.75 Win,John,Kevin
1229,2024,Chub Chub,3,4,Supreme Cream,126.55 - 109.90 Win,John,Owen
1230,2024,Chub Chub,4,4,Shitting My Life Away,107.85 - 136.25 Loss,John,Zeyad
1231,2024,Chub Chub,5,4,The Poop Store,127.25 - 109.25 Win,John,Jake
1232,2024,Chub Chub,6,4,Gordys Wankys,83.58 - 164.27 Loss,John,nickolai
1233,2024,Chub Chub,7,4,Wipe Sultans,79.33 - 110.90 Loss,John,Peter
1234,2024,Chub Chub,8,4,Zeyads Uncles Fish,154.67 - 152.60 Win,John,Ryan
1235,2024,Chub Chub,9,4,Kevin in the Butt,138.22 - 182.15 Loss,John,Kevin
1236,2024,Chub Chub,10,4,Supreme Cream,148.15 - 136.30 Win,John,Owen
1237,2024,Chub Chub,11,4,Shitting My Life Away,132.19 - 172.55 Loss,John,Zeyad
1238,2024,Chub Chub,12,4,The Poop Store,103.45 - 132.35 Loss,John,Jake
1239,2024,Chub Chub,13,4,Gordys Wankys,145.00 - 165.66 Loss,John,nickolai
1240,2024,Chub Chub,14,4,Wipe Sultans,85.72 - 142.55 Loss,John,Peter
1241,2024,Chub Chub,15,4,Zeyads Uncles Fish,126.53 - 172.70 Loss,John,Ryan
1242,2024,Chub Chub,16,4,Kevin in the Butt,149.55 - 135.30 Win,John,Kevin
1243,2024,Chub Chub,17,4,Gordys Wankys,137.58 - 190.15 Loss,John,nickolai
1244,2024,Wipe Sultans,1,5,Shitting My Life Away,146.30 - 91.25 Win,Peter,Zeyad
1245,2024,Wipe Sultans,2,5,The Poop Store,181.60 - 147.05 Win,Peter,Jake
1246,2024,Wipe Sultans,3,5,Gordys Wankys,98.45 - 116.60 Loss,Peter,nickolai
1247,2024,Wipe Sultans,4,5,Supreme Cream,126.48 - 176.80 Loss,Peter,Owen
1248,2024,Wipe Sultans,5,5,Zeyads Uncles Fish,110.85 - 111.90 Loss,Peter,Ryan
1249,2024,Wipe Sultans,6,5,Kevin in the Butt,132.60 - 145.05 Loss,Peter,Kevin
1250,2024,Wipe Sultans,7,5,Chub Chub,110.90 - 79.33 Win,Peter,John
1251,2024,Wipe Sultans,8,5,Shitting My Life Away,127.10 - 169.40 Loss,Peter,Zeyad
1252,2024,Wipe Sultans,9,5,The Poop Store,194.85 - 142.55 Win,Peter,Jake
1253,2024,Wipe Sultans,10,5,Gordys Wankys,99.45 - 134.90 Loss,Peter,nickolai
1254,2024,Wipe Sultans,11,5,Supreme Cream,148.55 - 117.35 Win,Peter,Owen
1255,2024,Wipe Sultans,12,5,Zeyads Uncles Fish,142.95 - 121.45 Win,Peter,Ryan
1256,2024,Wipe Sultans,13,5,Kevin in the Butt,144.50 - 119.75 Win,Peter,Kevin
1257,2024,Wipe Sultans,14,5,Chub Chub,142.55 - 85.72 Win,Peter,John
1258,2024,Wipe Sultans,15,5,Shitting My Life Away,129.30 - 144.75 Loss,Peter,Zeyad
1259,2024,Wipe Sultans,16,5,Shitting My Life Away,141.45 - 152.30 Loss,Peter,Zeyad
1260,2024,Wipe Sultans,17,5,Zeyads Uncles Fish,136.25 - 117.18 Win,Peter,Ryan
1261,2024,Shitting My Life Away,1,6,Wipe Sultans,91.25 - 146.30 Loss,Zeyad,Peter
1262,2024,Shitting My Life Away,2,6,Zeyads Uncles Fish,115.25 - 150.05 Loss,Zeyad,Ryan
1263,2024,Shitting My Life Away,3,6,Kevin in the Butt,167.75 - 143.65 Win,Zeyad,Kevin
1264,2024,Shitting My Life Away,4,6,Chub Chub,136.25 - 107.85 Win,Zeyad,John
1265,2024,Shitting My Life Away,5,6,Supreme Cream,190.20 - 170.80 Win,Zeyad,Owen
1266,2024,Shitting My Life Away,6,6,The Poop Store,154.70 - 129.10 Win,Zeyad,Jake
1267,2024,Shitting My Life Away,7,6,Gordys Wankys,137.50 - 110.50 Win,Zeyad,nickolai
1268,2024,Shitting My Life Away,8,6,Wipe Sultans,169.40 - 127.10 Win,Zeyad,Peter
1269,2024,Shitting My Life Away,9,6,Zeyads Uncles Fish,155.00 - 160.70 Loss,Zeyad,Ryan
1270,2024,Shitting My Life Away,10,6,Kevin in the Butt,154.50 - 137.70 Win,Zeyad,Kevin
1271,2024,Shitting My Life Away,11,6,Chub Chub,172.55 - 132.19 Win,Zeyad,John
1272,2024,Shitting My Life Away,12,6,Supreme Cream,179.10 - 127.05 Win,Zeyad,Owen
1273,2024,Shitting My Life Away,13,6,The Poop Store,150.45 - 186.10 Loss,Zeyad,Jake
1274,2024,Shitting My Life Away,14,6,Gordys Wankys,186.25 - 175.50 Win,Zeyad,nickolai
1275,2024,Shitting My Life Away,15,6,Wipe Sultans,144.75 - 129.30 Win,Zeyad,Peter
1276,2024,Shitting My Life Away,16,6,Wipe Sultans,152.30 - 141.45 Win,Zeyad,Peter
1277,2024,Shitting My Life Away,17,6,Supreme Cream,142.55 - 158.30 Loss,Zeyad,Owen
1278,2024,Zeyads Uncles Fish,1,7,Chub Chub,132.80 - 87.15 Win,Ryan,John
1279,2024,Zeyads Uncles Fish,2,7,Shitting My Life Away,150.05 - 115.25 Win,Ryan,Zeyad
1280,2024,Zeyads Uncles Fish,3,7,The Poop Store,118.35 - 163.98 Loss,Ryan,Jake
1281,2024,Zeyads Uncles Fish,4,7,Gordys Wankys,137.05 - 184.35 Loss,Ryan,nickolai
1282,2024,Zeyads Uncles Fish,5,7,Wipe Sultans,111.90 - 110.85 Win,Ryan,Peter
1283,2024,Zeyads Uncles Fish,6,7,Supreme Cream,152.53 - 149.35 Win,Ryan,Owen
1284,2024,Zeyads Uncles Fish,7,7,Kevin in the Butt,109.90 - 173.00 Loss,Ryan,Kevin
1285,2024,Zeyads Uncles Fish,8,7,Chub Chub,152.60 - 154.67 Loss,Ryan,John
1286,2024,Zeyads Uncles Fish,9,7,Shitting My Life Away,160.70 - 155.00 Win,Ryan,Zeyad
1287,2024,Zeyads Uncles Fish,10,7,The Poop Store,153.10 - 95.60 Win,Ryan,Jake
1288,2024,Zeyads Uncles Fish,11,7,Gordys Wankys,181.15 - 131.65 Win,Ryan,nickolai
1289,2024,Zeyads Uncles Fish,12,7,Wipe Sultans,121.45 - 142.95 Loss,Ryan,Peter
1290,2024,Zeyads Uncles Fish,13,7,Supreme Cream,119.40 - 147.05 Loss,Ryan,Owen
1291,2024,Zeyads Uncles Fish,14,7,Kevin in the Butt,179.80 - 151.45 Win,Ryan,Kevin
1292,2024,Zeyads Uncles Fish,15,7,Chub Chub,172.70 - 126.53 Win,Ryan,John
1293,2024,Zeyads Uncles Fish,16,7,Supreme Cream,120.75 - 173.95 Loss,Ryan,Owen
1294,2024,Zeyads Uncles Fish,17,7,Wipe Sultans,117.18 - 136.25 Loss,Ryan,Peter
1295,2024,The Poop Store,1,8,Gordys Wankys,146.00 - 157.40 Loss,Jake,nickolai
1296,2024,The Poop Store,2,8,Wipe Sultans,147.05 - 181.60 Loss,Jake,Peter
1297,2024,The Poop Store,3,8,Zeyads Uncles Fish,163.98 - 118.35 Win,Jake,Ryan
1298,2024,The Poop Store,4,8,Kevin in the Butt,106.20 - 154.95 Loss,Jake,Kevin
1299,2024,The Poop Store,5,8,Chub Chub,109.25 - 127.25 Loss,Jake,John
1300,2024,The Poop Store,6,8,Shitting My Life Away,129.10 - 154.70 Loss,Jake,Zeyad
1301,2024,The Poop Store,7,8,Supreme Cream,123.15 - 167.45 Loss,Jake,Owen
1302,2024,The Poop Store,8,8,Gordys Wankys,159.60 - 145.25 Win,Jake,nickolai
1303,2024,The Poop Store,9,8,Wipe Sultans,142.55 - 194.85 Loss,Jake,Peter
1304,2024,The Poop Store,10,8,Zeyads Uncles Fish,95.60 - 153.10 Loss,Jake,Ryan
1305,2024,The Poop Store,11,8,Kevin in the Butt,158.00 - 170.90 Loss,Jake,Kevin
1306,2024,The Poop Store,12,8,Chub Chub,132.35 - 103.45 Win,Jake,John
1307,2024,The Poop Store,13,8,Shitting My Life Away,186.10 - 150.45 Win,Jake,Zeyad
1308,2024,The Poop Store,14,8,Supreme Cream,202.40 - 175.75 Win,Jake,Owen
1309,2024,The Poop Store,15,8,Gordys Wankys,159.90 - 144.40 Win,Jake,nickolai
1310,2024,The Poop Store,16,8,Gordys Wankys,164.10 - 198.60 Loss,Jake,nickolai
1311,2024,The Poop Store,17,8,Kevin in the Butt,169.10 - 172.90 Loss,Jake,Kevin
